,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Topic_Probabilities,Topic,Representative_Docs
406,356,Race,Malay,"If I had one wish, I'd wish for the Malays to be born as minorities in this country.",1,"['one', 'wish', 'wish', 'malays', 'born', 'minorities', 'country']","[2, 1.0]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
407,357,Race,Multiple,"Malaysia, the country that spell MALAY in it, is for Malay only",1,"['malaysia', 'country', 'spell', 'malay', 'malay']","[2, 1.0]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
408,358,Race,Malay,You are lucky that Malay has high tolerance.,0,"['lucky', 'malay', 'high', 'tolerance']","[2, 0.7881671700146858]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
409,360,Race,Chinese,Did they realise that chinese hate them more than malays hate babi/anjing,0,"['realise', 'chinese', 'hate', 'malays', 'hate', 'babi', 'anjing']","[2, 1.0]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
410,361,Religion,Islam,I don't really mind if there is non halal malay food.,0,"['really', 'mind', 'non', 'halal', 'malay', 'food']","[2, 0.6787423843377333]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
411,361,Religion,Islam,"As long it is cater for non Muslim and the restaurant is non halal, it is okay for me.",0,"['long', 'cater', 'non', 'muslim', 'restaurant', 'non', 'halal', 'okay']","[18, 1.0]","['eat', 'halal', 'pork', 'dog', 'muslim', 'slaughter', 'alcohol', 'non', 'free', 'eating']","['muslim eat', 'long eat pork dont drink alcohol ok', 'radicalization islamisation muslim nons muslims odd eat table non muslims eat home cooked meal']"
412,361,Religion,Islam,"They will not expect Muslims to go there and eat too, so why the fuss?",0,"['expect', 'muslims', 'go', 'eat', 'fuss']","[18, 1.0]","['eat', 'halal', 'pork', 'dog', 'muslim', 'slaughter', 'alcohol', 'non', 'free', 'eating']","['muslim eat', 'long eat pork dont drink alcohol ok', 'radicalization islamisation muslim nons muslims odd eat table non muslims eat home cooked meal']"
413,362,Religion,Islam,Vigilantism runs deep in Islam.,0,"['vigilantism', 'runs', 'deep', 'islam']","[5, 0.9857396733310063]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
414,362,Religion,Islam,"Al-qaeda, isis, hezbullah, hamas.",0,"['alqaeda', 'isis', 'hezbullah', 'hamas']","[5, 0.714193676819219]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
415,362,Religion,Islam,We are told to fight for islam (jihad) but the prophet put guidelines on how.,0,"['told', 'fight', 'islam', 'jihad', 'prophet', 'put', 'guidelines']","[5, 0.9549345866279221]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
416,362,Religion,Islam,These people just follow their emotions and called it jihad.,0,"['people', 'follow', 'emotions', 'called', 'jihad']","[5, 0.7779959691239146]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
417,362,Religion,Islam,They will be questioned in the afterlife.,0,"['questioned', 'afterlife']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
418,363,Race,Indian," if you think the meleis were wrong, why the fuck you go all out to defend that indian lady who behave the same?",0,"['think', 'meleis', 'wrong', 'fuck', 'go', 'defend', 'indian', 'lady', 'behave']","[7, 0.22672690955509894]","['indians', 'indian', 'pajeets', 'smell', 'pajeet', 'fuck', 'india', 'like', 'especially', 'foreigner']","['like indians', 'indians', 'indians']"
419,364,Race,Multiple,just because korang majority doesn't mean you have the right to say shit like this.,0,"['korang', 'majority', 'mean', 'right', 'say', 'shit', 'like']","[2, 1.0]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
420,364,Race,Multiple,they are just as malaysian as you are and have a right to stay in NEGARA ASAL as you.,0,"['malaysian', 'right', 'stay', 'negara', 'asal']","[2, 0.6812589407914003]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
421,366,Race,Unknown,move to other country if you don't want to follow us,1,"['move', 'country', 'want', 'follow']","[20, 1.0]","['go', 'back', 'country', 'travel', 'jus', 'forwarding', 'shipping', 'books', 'changes', 'tough']","['go back india', 'go black no-go back', 'go back country']"
422,367,Race,Chinese,Casual malay finding out cina babi give back to the society by supporting education and sjkc schools,0,"['casual', 'malay', 'finding', 'cina', 'babi', 'give', 'back', 'society', 'supporting', 'education', 'sjkc', 'schools']","[2, 0.9083217527279758]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
423,368,Gender,Female,Women are whores and take massive cock by western soyciety,1,"['women', 'whores', 'take', 'massive', 'cock', 'western', 'soyciety']","[1, 1.0]","['men', 'women', 'woman', 'man', 'sex', 'want', 'get', 'like', 'life', 'female']","['american women literally men', 'men', 'women find men unattractive']"
424,369,Race,Chinese,"You are not real Chinese, you are mixed",1,"['insubstantial', 'chinese', 'mixed']","[4, 1.0]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
425,370,Gender,Female,I hope that noodle toilet kills herself with a dog dick stuck in her inflated,1,"['hope', 'noodle', 'toilet', 'kills', 'dog', 'dick', 'stuck', 'inflated']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
426,371,Race,Malay,We must start the great Race War.,1,"['must', 'start', 'great', 'race', 'war']","[11, 0.9830224890650148]","['race', 'racist', 'white', 'racism', 'civil', 'political', 'politicians', 'special', 'accused', 'minorities']","['govt racist towards race', 'race', 'special privileged race arson nothing see special race spoilt since independence pm history guts change']"
427,372,Gender,Male,"If this continues to happen, more and more young men are gonna be radicalized in different movements.",0,"['continues', 'happen', 'young', 'men', 'radicalized', 'different', 'movements']","[1, 0.683224255176857]","['men', 'women', 'woman', 'man', 'sex', 'want', 'get', 'like', 'life', 'female']","['american women literally men', 'men', 'women find men unattractive']"
428,373,Race,Chinese,Why doesn't he just go back to China?,1,"['go', 'back', 'china']","[4, 0.30071311029153747]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
429,374,Race,Chinese,The ricecel should have banged her face in with a frying pan for being a traitor to the rice race,1,"['ricecel', 'banged', 'face', 'frying', 'pan', 'traitor', 'rice', 'race']","[4, 0.8160205595449103]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
430,375,Race,Multiple,Too many Chinese and Indian parents think their teens and young adults should be quiet respectful number crunchers and then when they're older wonder why they can't move up the corporate ladder or obtain leadership roles.,0,"['many', 'chinese', 'indian', 'parents', 'think', 'teens', 'young', 'adults', 'quiet', 'respectful', 'number', 'crunchers', 'older', 'wonder', 'stand_still', 'corporate', 'ladder', 'obtain', 'leadership', 'roles']","[4, 0.5474736118526896]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
431,376,Race,Chinese,Chinese people should be exterminated in gas chambers,1,"['chinese', 'people', 'exterminated', 'gas', 'chambers']","[4, 0.5338476413294706]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
432,377,Religion,Islam,Muslims should be exterminated in gas chambers.,1,"['muslims', 'exterminated', 'gas', 'chambers']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
433,378,Race,Chinese,Japanese people are better than Chinese people.,1,"['japanese', 'people', 'better', 'chinese', 'people']","[4, 0.5829219497269711]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
434,378,Race,Chinese,Chinese people are liars and saidsts.,1,"['chinese', 'people', 'liars', 'saidsts']","[4, 0.7906867436709026]","['chinese', 'china', 'people', 'pig', 'go', 'indians', 'rice', 'students', 'many', 'stupid']","['chinese pig', 'pig chinese', 'chinese people china different chinese people grew countries']"
435,379,Religion,Islam,Christians are better than Muslims,1,"['christians', 'better', 'muslims']","[5, 0.7539008394450407]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
436,382,Religion,Christianity,Jesus get ass-raped by Romans and it's funny,1,"['jesus', 'get', 'assraped', 'romans', 'funny']","[6, 0.8907937080848473]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
437,383,Religion,Islam,Looking for an anti-islam group.,0,"['looking', 'antiislam', 'group']","[15, 0.8921631181780648]","['nonmuslims', 'ban', 'concerts', 'artistes', 'hedonistic', 'automatically', 'hijab', 'moral', 'nonmuslim', 'foreign']","['concerts foreign artistes automatically hedonistic', 'true tho concerts foreign artistes automatically hedonistic', 'moral education subject taken exclusively nonmuslims mandatory nonmuslims']"
438,383,Religion,Islam,Does they exist?,0,['exist'],"[3, 1.0]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
439,384,Race,Malay,"This whole ""pribumi vs. pendatang"" thing was started by the Malays themselves.",0,"['whole', 'pribumi', 'vs', 'pendatang', 'thing', 'started', 'malays']","[2, 0.7067291433938897]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
440,385,Race,Malay,No orang asli would call melayu pendatang unless it's you.,0,"['orang', 'asli', 'would', 'call', 'melayu', 'pendatang', 'unless']","[2, 0.6426007208457097]","['malay', 'malays', 'malaysia', 'malaysian', 'speak', 'malaysians', 'chinese', 'country', 'pendatang', 'like']","['malays chinese', 'malaysian malay', 'malay']"
