,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
467,467,400,Religion,Islam,Mohammed burning in hell fire !,1,"['burn', 'hell', 'fire']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
468,468,400,Religion,Islam,!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
469,469,401,Religion,Christianity,Those Christians are kuffar,0,"['christian', 'suffer']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
470,470,402,Religion,Islam,i want to ask muslims that why has islam failed to teach them morality?,0,"['want', 'ask', 'fail', 'teach', 'morality']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
471,471,403,Religion,Islam,Muslims are the single most reason for most of the miseries in the world.,1,"['single', 'reason', 'series', 'world']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
472,472,405,Religion,Islam,Teachings of a Pedophile Prophet maybe.,1,"['teaching', 'prophet', 'maybe']","[377, 222, 491, 296, 7, 35, 1020, 1665, 100, 563]"
473,473,406,Gender,Female,You never had a chance man unless you're 6'4 women treat you like you're invisible.,0,"['never', 'chance', 'man', 'woman', 'treat', 'invisible']","[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
474,474,409,Gender,Female,"Men can reproduce easily and painlessly just by planting their seed in the female, whereas the female has to carry the child in hER womb for 9 months followed by painful childbirth, so the �cost of reproduction� is much highER for women, hence they have much highER standards when it comes to mate selection based on their biological programming (hence when it comes to mate selection based on genetic quality",0,"['man', 'reproduce', 'easily', 'painlessly', 'plant', 'seed', 'female', 'female', 'carry', 'child', 'womb', 'month', 'follow', 'painful', 'childbirth', 'much', 'high', 'woman', 'hence', 'much', 'high', 'standard', 'come', 'mate', 'selection', 'base', 'biological', 'programming', 'hence', 'come', 'mate', 'selection', 'base', 'genetic', 'quality']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
475,475,410,Gender,Female,ThERe is also plenty of historic evidence of womens' treachorous nature and their �lack of loyalty�,0,"['also', 'plenty', 'historic', 'evidence', 'woman', 'treacherous', 'nature']","[1034, 572, 73, 1035, 23, 1032, 1033, 349, 231, 1959]"
476,476,411,Gender,Female,"Assume she has a boyfriend or has casual sex with people a lot more attractive than you, that's nearly always the case unless they're too picky for their own looks.",0,"['assume', 'boyfriend', 'casual', 'sex', 'people', 'lot', 'attractive', 'nearly', 'always', 'case', 'pick', 'look']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
477,477,412,Religion,Islam,"Its called ""honor killing"", its done by a brother (like in this case) or other male relative like uncle or cousin",0,"['call', 'honor', 'kill', 'do', 'brother', 'case', 'male', 'relative']","[141, 764, 24, 117, 1230, 790, 13, 129, 317, 107]"
478,478,413,Religion,Islam,"Muslims love goats so much, they end up marrying them",1,"['love', 'goat', 'much', 'end', 'marry']","[321, 285, 1219, 1409, 1609, 1648, 1410, 75, 194, 975]"
479,479,415,Religion,Islam,"These muslim woman looks like trashbags, no wonder they are disposable carbage",1,"['woman', 'look', 'trashbag', 'wonder', 'disposal', 'cabbage']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
480,480,416,Religion,Islam,Islam is a religion of peace,0,"['slam', 'religion', 'peace']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
481,481,417,Religion,Islam,"Before you start whining about Islam or some other silly thing, even they don't hate women.",0,"['start', 'whine', 'slam', 'silly', 'thing', 'even', 'hate', 'woman']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
482,482,417,Religion,Islam,"You'd have to listen to those men to find that out, which is clearly not on the menu.",0,"['listen', 'man', 'find', 'clearly', 'menu']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
483,483,418,Race,Indian,you're not superior to other races just because you're indian,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
484,484,419,Gender,Female,There was a fight between some white girls.,0,"['fight', 'white', 'girl']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
485,485,420,Race,Indian,Definitely indians.,1,"['definitely', 'indian']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
486,486,420,Race,Indian,"They do this shit all the time, and then sell the stuff they stole to pawn shops.",1,"['shit', 'time', 'sell', 'stuff', 'stole', 'pawn', 'shop']","[11, 832, 65, 860, 1607, 103, 110, 69, 66, 790]"
487,487,423,Gender,Female,Females have no shame.,1,['honor'],"[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
488,488,423,Gender,Female,They should feel embarrassed and ASHAMED to talk to fit men.,1,"['feel', 'embarrassed', 'ashamed', 'talk', 'fit', 'man']","[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
489,489,426,Race,Malay,The vast majority of women who work here are Malay women,0,"['vast', 'majority', 'woman', 'work', 'malay', 'woman']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
490,490,427,Gender,Male,Those 1000 tinder matches don't mean much because most men swipe right on everyone AND a Tinder right swipe does not mean a long term relationship.,0,"['tinder', 'match', 'mean', 'much', 'man', 'wipe', 'right', 'hinder', 'right', 'wipe', 'mean', 'long', 'term', 'relationship']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
491,491,428,Race,Malay,May 13 happens because Meleis heard rumours that someone who won the election kill  meleis.,0,"['happen', 'hear', 'rumour', 'election', 'kill', 'mile']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
492,492,428,Race,Malay,Rumours bro rumours.,0,"['tumour', 'brow', 'rumour']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
493,493,429,Race,Multiple,"The winning party, which originally is the opposition, won and was celebrating on the street.",0,"['win', 'party', 'originally', 'opposition', 'celebrate', 'street']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
494,494,429,Race,Multiple,Winning party consist of multiracial groups of ppl.,0,"['win', 'party', 'consist', 'multiracial', 'group', 'pp']","[88, 420, 235, 232, 82, 87, 233, 234, 66, 1879]"
495,495,430,Religion,Multiple,Then havoc happen due to the rumours.,0,"['havoc', 'happen', 'due', 'rumour']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
496,496,430,Religion,Multiple,People start to go hysteria about it and start killing ppl everywhere they go as long as they are not Muslim or meleis.,0,"['people', 'start', 'go', 'start', 'kill', 'everywhere', 'go', 'long', 'gain', 'mile']","[1212, 84, 271, 123, 138, 14, 267, 420, 128, 269]"
497,497,432,Religion,Islam," He drinks and gamble with his Chinese friend, which is not align with muse slim teaching.",0,"['drink', 'gamble', 'chinese', 'friend', 'skew', 'slim', 'teaching']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
498,498,433,Religion,Multiple,"The issue of religion idiocy, racism and  extremist, all being manipulate by ppl.",0,"['issue', 'religion', 'idiocy', 'racism', 'extremist', 'manipulate', 'pp']","[811, 1415, 163, 723, 100, 441, 14, 13, 45, 514]"
499,499,434,Race,Malay,"why those malays who are aware of the issues in Malaysia decide to send their kids to Chinese schools, international school and private schools",0,"['aware', 'issue', 'decide', 'kiss', 'chinese', 'school', 'international', 'school', 'private', 'school']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
500,500,436,Race,Malay,Typical malays... Driving dangerously,1,"['typical', 'malay', 'drive', 'dangerously']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
501,501,437,Race,Unknown,Don't play racial card here.,0,"['play', 'racial', 'card']","[278, 471, 339, 1519, 221, 219, 212, 101, 472, 218]"
502,502,438,Gender,Female,Dont underestimate foid ability to appear as pure and innocent.,1,"['underestimate', 'food', 'ability', 'appear', 'pure', 'innocent']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
503,503,438,Gender,Female,They evolved for millions of years to dupe and manipulate men.,1,"['evolve', 'year', 'dupe', 'manipulate', 'man']","[795, 511, 882, 242, 1184, 39, 1764, 711, 125, 2016]"
504,504,439,Race,Chinese,"Not only Malays do that, Chinese also do the same",0,"['always', 'also']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
505,505,441,Race,Malay,Why arson case not arrested?,1,"['arson', 'case', 'arrest']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
506,506,441,Race,Malay,Because chimpanzee malays are behind it?,1,['behind'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
507,507,442,Race,Chinese,Anwar is weak.,1,"['war', 'weak']","[141, 764, 24, 117, 1230, 790, 13, 129, 317, 107]"
508,508,442,Race,Chinese,He has allowed Chinese to control the country and destroy our lives,1,"['allow', 'chinese', 'control', 'country', 'destroy', 'life']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
509,509,443,Race,Malay,"Its special privileged race arson nothing to see here , special race has been spoilt since independence and no PM in history had any guts to change that",0,"['special', 'privileged', 'race', 'arson', 'see', 'special', 'race', 'spoil', 'independence', 'history', 'gun', 'change']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
510,510,445,Religion,Buddhism,iam just tired of listening to buddhism preaching,0,"['tired', 'listen', 'buddhist', 'preaching']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
511,511,446,Religion,Christianity,This priest is only talk no action,0,"['talk', 'action']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
512,512,447,Race,Chinese,The supermarket owner is a typical kapitalis babi,1,"['supermarket', 'owner', 'typical', 'capital', 'baby']","[1645, 229, 1583, 19, 913, 33, 14, 45, 44, 222]"
513,513,450,Race,Malay,melei men don't have the brain capacity to feel sympathy or empathy toward anyone.,1,"['man', 'brain', 'capacity', 'feel', 'sympathy', 'empty']","[278, 471, 339, 1519, 221, 219, 212, 101, 472, 218]"
514,514,450,Race,Malay,"that's why they're ugly, kepam, and uncouth lol",1,"['ugly', 'keep', 'uncouth']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
515,515,452,Race,Chinese,"Always chinese, selfish",1,"['always', 'chinese', 'selfish']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
516,516,454,Religion,Islam,One of those things many can never comprehend.,0,"['thing', 'many', 'never', 'comprehend']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
517,517,454,Religion,Islam,Merokok adalah haram.,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
518,518,454,Religion,Islam,National Fatwa Council decision years ago.,0,"['decision', 'year', 'ago']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
519,519,454,Religion,Islam,"Yet, many Muslims blatantly smoke.",0,"['meet', 'many', 'muslim', 'blatantly', 'smoke']","[396, 527, 316, 480, 13, 24, 121, 563, 736, 82]"
520,520,455,Race,Malay,Typical malay muslim extrimists...,0,"['typical', 'malay', 'muslin', 'extremist']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
521,521,456,Race,Indian,"I told you, the robber is an Indian.",1,['tell'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
522,522,456,Race,Indian,They always rob others.,1,"['always', 'rob', 'other']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
523,523,457,Race,Indian,"Don't get into my house, you flithy cow",1,"['get', 'house', 'filthy', 'cow']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
524,524,458,Religion,Islam,Every one of them is a ticking bomb.,1,"['tick', 'bomb']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
525,525,459,Religion,Islam,This is not the teaching of Islam,0,"['teaching', 'slam']","[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
526,526,462,Gender,Female,All females r hoes,1,['hoe'],"[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
527,527,464,Gender,Female,fuck girls and rape in front of him,1,"['fuck', 'girl', 'rape', 'front']","[29, 935, 30, 1550, 369, 1775, 806, 418, 852, 125]"
528,528,465,Race,Chinese,kill the chinese.,1,"['kill', 'chinese']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
529,529,465,Race,Chinese,burn their house.,1,"['burn', 'house']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
530,530,465,Race,Chinese,that is not your family.,1,['family'],"[28, 83, 168, 1526, 477, 325, 476, 270, 35, 1780]"
531,531,467,Race,Indian,Don't rent your room to Indians.,1,"['rent', 'room', 'indian']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
532,532,467,Race,Indian,They will trash it.,1,['trash'],"[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
533,533,468,Race,Indian,Shooting up places seems to be indian shit,1,"['shooting', 'place', 'seem', 'indian', 'shit']","[193, 506, 1474, 553, 1052, 1053, 415, 24, 1732, 416]"
534,534,469,Religion,Multiple,All agama teach to love not destroy,0,"['teach', 'love', 'destroy']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
535,535,470,Religion,Islam,"Sorry, non-muslims.",0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
536,536,470,Religion,Islam,Islam doesn't teach people to do such awful actions.,0,"['teach', 'people', 'awful', 'action']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
537,537,472,Gender,Male,Stay strong men,0,"['stay', 'strong', 'man']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
538,538,473,Gender,Female,All women matters,0,"['woman', 'matter']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
539,539,474,Race,Multiple," I love the China's one child policy and hate Arabs,Blacks, Indians, and Latinos, I hate that they have too many kids",1,"['love', 'child', 'policy', 'hate', 'grab', 'lack', 'nation', 'hate', 'many', 'kiss']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
540,540,475,Race,Indian,Beat the fuck out of these indians that's gross as fuck,1,"['fuck', 'gross', 'fuck']","[74, 6, 1700, 1015, 1016, 1014, 1060, 2141, 1438, 1284]"
541,541,477,Gender,Female,Let's give our full support to women.,0,"['meet', 'give', 'full', 'support', 'woman']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
542,542,478,Race,Unknown,"Remember who owns this land, if you don't have manners we will deport you out!",1,"['remember', 'own', 'land', 'manner', 'report']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
543,543,479,Religion,Multiple,I don't like what's becoming of these extremists.,0,"['become', 'extremist']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
544,544,479,Religion,Multiple,But I really have noticed how many of these ppl from other religions are acting in Facebook and even Twitter,0,"['really', 'notice', 'many', 'pp', 'religion', 'act', 'facebook', 'even', 'twitter']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
545,545,480,Gender,Female,Woman will always cheat on men with some thugs.,1,"['woman', 'always', 'cheat', 'man', 'thus']","[50, 83, 661, 588, 5, 24, 1935, 2074, 1279, 1182]"
546,546,480,Gender,Female,They deserved to get beat to death.,1,"['deserved', 'beat', 'death']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
547,547,481,Gender,Female,hopefully he breaks her neck and kills her soon,1,"['hopefully', 'break', 'neck', 'kill', 'soon']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
548,548,482,Gender,Female,Next time barge in and destroy her pussy,1,"['next', 'time', 'barge', 'destroy']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
549,549,483,Race,Multiple,"Imagine if interracial dating and marriage was banned, no group of men will be deprived of women because they are sticking to their own kind.",1,"['imagine', 'interracial', 'date', 'marriage', 'banner', 'group', 'man', 'deprive', 'woman', 'stick', 'kind']","[811, 1415, 163, 723, 100, 441, 14, 13, 45, 514]"
550,550,484,Gender,Female,"Why do women who who have been raped refer to themselves as ""survivors""?",1,"['woman', 'rapid', 'refer', 'survivor']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
551,551,484,Gender,Female,Their life wasnt threatened at any point unless the rapist held a gun to their head.,1,"['life', 'want', 'threaten', 'point', 'rapid', 'hold', 'gun', 'head']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
552,552,484,Gender,Female,This is highly unprobable though because it is normally a chad and she enjoys it or a normie who is related to them.,1,"['highly', 'probable', 'though', 'normally', 'enjoy', 'normal', 'related']","[1049, 1158, 1875, 1376, 1582, 203, 757, 123, 706, 300]"
553,553,485,Gender,Female,Fucking these cunt had a unwanted dick inside their rotted pussy for 5 minute and now they are acting like only one left from mass shooting survived wtf,1,"['tuck', 'count', 'unwanted', 'dick', 'rot', 'hussy', 'minute', 'act', 'leave', 'mass', 'shooting', 'survive', 'utf']","[73, 341, 1479, 935, 39, 377, 240, 1202, 84, 902]"
